round,method,scenario,path_chosen,rtt_ms,status,reason,timestamp
28,round_robin,normal,2,63.02,success,round_robin,2026-03-12T15:58:11.049475
29,round_robin,normal,1,15.92,success,round_robin,2026-03-12T15:58:11.065597
30,round_robin,normal,2,94.62,success,round_robin,2026-03-12T15:58:11.160516
31,round_robin,normal,1,24.15,success,round_robin,2026-03-12T15:58:11.184885
32,round_robin,normal,2,68.59,success,round_robin,2026-03-12T15:58:11.253810
33,round_robin,normal,1,19.89,success,round_robin,2026-03-12T15:58:11.273963
34,round_robin,normal,2,78.27,success,round_robin,2026-03-12T15:58:11.352494
35,round_robin,normal,1,23.03,success,round_robin,2026-03-12T15:58:11.375812
36,round_robin,normal,2,81.95,success,round_robin,2026-03-12T15:58:11.457995
37,round_robin,normal,1,20.42,success,round_robin,2026-03-12T15:58:11.478589
38,round_robin,normal,2,98.28,success,round_robin,2026-03-12T15:58:11.577089
39,round_robin,normal,1,20.77,success,round_robin,2026-03-12T15:58:11.597989
40,round_robin,normal,2,60.29,success,round_robin,2026-03-12T15:58:11.658485
41,round_robin,normal,1,20.01,success,round_robin,2026-03-12T15:58:11.678634
42,round_robin,normal,2,93.9,success,round_robin,2026-03-12T15:58:11.772761
43,round_robin,normal,1,19.57,success,round_robin,2026-03-12T15:58:11.792494
44,round_robin,normal,2,65.21,success,round_robin,2026-03-12T15:58:11.857941
45,round_robin,normal,1,24.05,success,round_robin,2026-03-12T15:58:11.882177
46,round_robin,normal,2,84.1,success,round_robin,2026-03-12T15:58:11.966535
47,round_robin,normal,1,23.47,success,round_robin,2026-03-12T15:58:11.990213
48,round_robin,normal,2,70.82,success,round_robin,2026-03-12T15:58:12.061215
49,round_robin,normal,1,21.15,success,round_robin,2026-03-12T15:58:12.082510
50,round_robin,normal,2,64.49,success,round_robin,2026-03-12T15:58:12.147213
51,round_robin,normal,1,17.96,success,round_robin,2026-03-12T15:58:12.165343
52,round_robin,normal,2,100.0,success,round_robin,2026-03-12T15:58:12.265593
53,round_robin,normal,1,19.2,success,round_robin,2026-03-12T15:58:12.285007
54,round_robin,normal,2,71.08,success,round_robin,2026-03-12T15:58:12.356283
55,round_robin,normal,1,21.52,success,round_robin,2026-03-12T15:58:12.377965
56,round_robin,normal,2,62.87,success,round_robin,2026-03-12T15:58:12.441052
57,round_robin,normal,1,16.88,success,round_robin,2026-03-12T15:58:12.458174
58,round_robin,normal,2,65.37,success,round_robin,2026-03-12T15:58:12.523755
59,round_robin,normal,1,24.56,success,round_robin,2026-03-12T15:58:12.548591
60,round_robin,normal,2,62.72,success,round_robin,2026-03-12T15:58:12.611516
61,round_robin,normal,1,22.57,success,round_robin,2026-03-12T15:58:12.634235
62,round_robin,normal,2,87.32,success,round_robin,2026-03-12T15:58:12.721790
63,round_robin,normal,1,17.09,success,round_robin,2026-03-12T15:58:12.739057
64,round_robin,normal,2,61.37,success,round_robin,2026-03-12T15:58:12.800669
65,round_robin,normal,1,22.0,success,round_robin,2026-03-12T15:58:12.822835
66,round_robin,normal,2,80.49,success,round_robin,2026-03-12T15:58:12.903593
67,round_robin,normal,1,18.26,success,round_robin,2026-03-12T15:58:12.922041
68,round_robin,normal,2,81.2,success,round_robin,2026-03-12T15:58:13.003502
69,round_robin,normal,1,20.54,success,round_robin,2026-03-12T15:58:13.024286
70,round_robin,normal,2,88.32,success,round_robin,2026-03-12T15:58:13.112840
71,round_robin,normal,1,22.9,success,round_robin,2026-03-12T15:58:13.135917
72,round_robin,normal,2,85.01,success,round_robin,2026-03-12T15:58:13.221166
73,round_robin,normal,1,18.03,success,round_robin,2026-03-12T15:58:13.239347
74,round_robin,normal,2,63.68,success,round_robin,2026-03-12T15:58:13.303259
75,round_robin,normal,1,20.7,success,round_robin,2026-03-12T15:58:13.324115
76,round_robin,normal,2,83.71,success,round_robin,2026-03-12T15:58:13.408158
77,round_robin,normal,1,21.86,success,round_robin,2026-03-12T15:58:13.430177
78,round_robin,normal,2,91.59,success,round_robin,2026-03-12T15:58:13.522004
79,round_robin,normal,1,20.1,success,round_robin,2026-03-12T15:58:13.542257
80,round_robin,normal,2,61.9,success,round_robin,2026-03-12T15:58:13.604363
81,round_robin,normal,1,24.92,success,round_robin,2026-03-12T15:58:13.629484
82,round_robin,normal,2,74.36,success,round_robin,2026-03-12T15:58:13.704161
83,round_robin,normal,1,15.22,success,round_robin,2026-03-12T15:58:13.719647
84,round_robin,normal,2,88.0,success,round_robin,2026-03-12T15:58:13.807952
85,round_robin,normal,1,20.66,success,round_robin,2026-03-12T15:58:13.828840
86,round_robin,normal,2,84.72,success,round_robin,2026-03-12T15:58:13.913888
87,round_robin,normal,1,21.51,success,round_robin,2026-03-12T15:58:13.935765
88,round_robin,normal,2,61.25,success,round_robin,2026-03-12T15:58:13.997318
89,round_robin,normal,1,15.73,success,round_robin,2026-03-12T15:58:14.013285
90,round_robin,normal,2,80.98,success,round_robin,2026-03-12T15:58:14.094591
91,round_robin,normal,1,16.78,success,round_robin,2026-03-12T15:58:14.111583
92,round_robin,normal,2,97.51,success,round_robin,2026-03-12T15:58:14.209404
93,round_robin,normal,1,17.84,success,round_robin,2026-03-12T15:58:14.227596
94,round_robin,normal,2,73.92,success,round_robin,2026-03-12T15:58:14.301815
95,round_robin,normal,1,18.81,success,round_robin,2026-03-12T15:58:14.320870
96,round_robin,normal,2,88.86,success,round_robin,2026-03-12T15:58:14.410061
97,round_robin,normal,1,24.3,success,round_robin,2026-03-12T15:58:14.434575
98,round_robin,normal,2,0,dropped,round_robin,2026-03-12T15:58:14.434608
99,round_robin,normal,1,23.98,success,round_robin,2026-03-12T15:58:14.458792
100,round_robin,normal,2,74.78,success,round_robin,2026-03-12T15:58:14.533838
1,lstm_predictor,normal,2,76.76,success,quality_based,2026-03-12T15:58:18.781810
2,lstm_predictor,normal,2,92.41,success,quality_based,2026-03-12T15:58:19.151342
3,lstm_predictor,normal,2,72.85,success,quality_based,2026-03-12T15:58:19.478622
4,lstm_predictor,normal,2,62.41,success,quality_based,2026-03-12T15:58:19.792824
5,lstm_predictor,normal,2,93.24,success,quality_based,2026-03-12T15:58:20.135290
6,lstm_predictor,normal,2,82.57,success,quality_based,2026-03-12T15:58:20.469593
7,lstm_predictor,normal,2,96.97,success,quality_based,2026-03-12T15:58:20.810919
8,lstm_predictor,normal,1,21.57,success,quality_based,2026-03-12T15:58:21.064432
9,lstm_predictor,normal,2,76.23,success,quality_based,2026-03-12T15:58:21.389450
10,lstm_predictor,normal,2,65.56,success,quality_based,2026-03-12T15:58:21.702576
11,lstm_predictor,normal,2,77.6,success,quality_based,2026-03-12T15:58:22.026938
12,lstm_predictor,normal,2,62.75,success,quality_based,2026-03-12T15:58:22.343727
13,lstm_predictor,normal,2,90.08,success,quality_based,2026-03-12T15:58:22.671499
14,lstm_predictor,normal,2,89.72,success,quality_based,2026-03-12T15:58:23.007647
15,lstm_predictor,normal,2,89.13,success,quality_based,2026-03-12T15:58:23.349131
16,lstm_predictor,normal,2,83.81,success,quality_based,2026-03-12T15:58:23.680845
17,lstm_predictor,normal,2,68.47,success,quality_based,2026-03-12T15:58:23.998856
18,lstm_predictor,normal,2,96.45,success,quality_based,2026-03-12T15:58:24.338481
19,lstm_predictor,normal,2,86.84,success,quality_based,2026-03-12T15:58:24.665662
20,lstm_predictor,normal,2,97.02,success,quality_based,2026-03-12T15:58:25.024383
21,lstm_predictor,normal,2,80.15,success,quality_based,2026-03-12T15:58:25.347691
22,lstm_predictor,normal,2,82.74,success,quality_based,2026-03-12T15:58:25.678807
23,lstm_predictor,normal,2,77.61,success,quality_based,2026-03-12T15:58:26.013490
24,lstm_predictor,normal,2,96.41,success,quality_based,2026-03-12T15:58:26.353892
25,lstm_predictor,normal,2,84.88,success,quality_based,2026-03-12T15:58:26.685359
26,lstm_predictor,normal,2,69.79,success,quality_based,2026-03-12T15:58:27.004403
27,lstm_predictor,normal,2,78.0,success,quality_based,2026-03-12T15:58:27.320984
28,lstm_predictor,normal,2,82.55,success,quality_based,2026-03-12T15:58:27.652013
29,lstm_predictor,normal,2,78.35,success,quality_based,2026-03-12T15:58:27.998348
30,lstm_predictor,normal,2,75.79,success,quality_based,2026-03-12T15:58:28.347489
31,lstm_predictor,normal,2,85.37,success,quality_based,2026-03-12T15:58:28.710457
32,lstm_predictor,normal,2,70.9,success,quality_based,2026-03-12T15:58:29.062553
33,lstm_predictor,normal,2,91.5,success,quality_based,2026-03-12T15:58:29.406302
34,lstm_predictor,normal,2,62.36,success,quality_based,2026-03-12T15:58:29.717252
35,lstm_predictor,normal,2,69.07,success,quality_based,2026-03-12T15:58:30.036084
36,lstm_predictor,normal,2,88.1,success,quality_based,2026-03-12T15:58:30.377065
37,lstm_predictor,normal,2,70.14,success,quality_based,2026-03-12T15:58:30.703519
38,lstm_predictor,normal,2,71.15,success,quality_based,2026-03-12T15:58:31.017928
39,lstm_predictor,normal,2,76.21,success,quality_based,2026-03-12T15:58:31.335481
40,lstm_predictor,normal,2,83.87,success,quality_based,2026-03-12T15:58:31.670219
41,lstm_predictor,normal,2,73.01,success,quality_based,2026-03-12T15:58:31.991817
42,lstm_predictor,normal,2,89.88,success,quality_based,2026-03-12T15:58:32.325480
43,lstm_predictor,normal,2,92.36,success,quality_based,2026-03-12T15:58:32.663869
44,lstm_predictor,normal,2,99.51,success,quality_based,2026-03-12T15:58:33.013647
45,lstm_predictor,normal,2,94.26,success,quality_based,2026-03-12T15:58:33.358380
46,lstm_predictor,normal,2,91.9,success,quality_based,2026-03-12T15:58:33.697742
47,lstm_predictor,normal,2,60.27,success,quality_based,2026-03-12T15:58:34.020561
48,lstm_predictor,normal,2,67.81,success,quality_based,2026-03-12T15:58:34.361681
49,lstm_predictor,normal,2,98.91,success,quality_based,2026-03-12T15:58:34.713498
50,lstm_predictor,normal,2,85.46,success,quality_based,2026-03-12T15:58:35.048576
51,lstm_predictor,normal,2,73.57,success,quality_based,2026-03-12T15:58:35.385220
52,lstm_predictor,normal,2,63.24,success,quality_based,2026-03-12T15:58:35.703298
53,lstm_predictor,normal,2,65.96,success,quality_based,2026-03-12T15:58:36.051901
54,lstm_predictor,normal,2,75.64,success,quality_based,2026-03-12T15:58:36.388258
55,lstm_predictor,normal,2,82.12,success,quality_based,2026-03-12T15:58:36.733992
56,lstm_predictor,normal,2,70.94,success,quality_based,2026-03-12T15:58:37.131106
57,lstm_predictor,normal,2,81.73,success,quality_based,2026-03-12T15:58:37.457843
58,lstm_predictor,normal,2,62.63,success,quality_based,2026-03-12T15:58:37.776897
59,lstm_predictor,normal,2,80.1,success,quality_based,2026-03-12T15:58:38.109862
60,lstm_predictor,normal,2,95.94,success,quality_based,2026-03-12T15:58:38.460674
61,lstm_predictor,normal,2,73.27,success,quality_based,2026-03-12T15:58:38.786079
62,lstm_predictor,normal,2,65.81,success,quality_based,2026-03-12T15:58:39.110429
63,lstm_predictor,normal,2,60.28,success,quality_based,2026-03-12T15:58:39.437745
64,lstm_predictor,normal,2,90.93,success,quality_based,2026-03-12T15:58:39.804280
65,lstm_predictor,normal,2,84.16,success,quality_based,2026-03-12T15:58:40.170018
66,lstm_predictor,normal,2,81.77,success,quality_based,2026-03-12T15:58:40.517515
67,lstm_predictor,normal,2,74.95,success,quality_based,2026-03-12T15:58:40.852732
68,lstm_predictor,normal,2,75.11,success,quality_based,2026-03-12T15:58:41.193575
69,lstm_predictor,normal,1,24.29,success,quality_based,2026-03-12T15:58:41.448403
70,lstm_predictor,normal,2,95.68,success,quality_based,2026-03-12T15:58:41.793545
71,lstm_predictor,normal,2,96.42,success,quality_based,2026-03-12T15:58:42.151867
72,lstm_predictor,normal,2,64.55,success,quality_based,2026-03-12T15:58:42.475079
73,lstm_predictor,normal,2,60.86,success,quality_based,2026-03-12T15:58:42.789951
74,lstm_predictor,normal,2,68.64,success,quality_based,2026-03-12T15:58:43.113413
75,lstm_predictor,normal,2,62.94,success,quality_based,2026-03-12T15:58:43.424913
76,lstm_predictor,normal,2,82.66,success,quality_based,2026-03-12T15:58:43.759857
77,lstm_predictor,normal,2,68.57,success,quality_based,2026-03-12T15:58:44.078419
78,lstm_predictor,normal,2,76.51,success,quality_based,2026-03-12T15:58:44.411681
79,lstm_predictor,normal,2,0,dropped,quality_based,2026-03-12T15:58:44.667204
80,lstm_predictor,normal,2,89.19,success,quality_based,2026-03-12T15:58:45.005044
81,lstm_predictor,normal,2,84.21,success,quality_based,2026-03-12T15:58:45.334246
82,lstm_predictor,normal,2,72.66,success,quality_based,2026-03-12T15:58:45.653561
83,lstm_predictor,normal,2,80.17,success,quality_based,2026-03-12T15:58:46.001428
84,lstm_predictor,normal,2,95.42,success,quality_based,2026-03-12T15:58:46.350436
85,lstm_predictor,normal,2,74.13,success,quality_based,2026-03-12T15:58:46.676706
86,lstm_predictor,normal,2,64.94,success,quality_based,2026-03-12T15:58:47.005744
87,lstm_predictor,normal,2,88.72,success,quality_based,2026-03-12T15:58:47.341249
88,lstm_predictor,normal,2,85.22,success,quality_based,2026-03-12T15:58:47.669462
89,lstm_predictor,normal,2,60.61,success,quality_based,2026-03-12T15:58:47.995040
90,lstm_predictor,normal,2,87.53,success,quality_based,2026-03-12T15:58:48.386841
91,lstm_predictor,normal,2,78.03,success,quality_based,2026-03-12T15:58:48.751154
92,lstm_predictor,normal,2,79.78,success,quality_based,2026-03-12T15:58:49.093036
93,lstm_predictor,normal,2,72.06,success,quality_based,2026-03-12T15:58:49.410306
94,lstm_predictor,normal,2,84.06,success,quality_based,2026-03-12T15:58:49.739624
95,lstm_predictor,normal,2,91.16,success,quality_based,2026-03-12T15:58:50.086170
96,lstm_predictor,normal,2,88.94,success,quality_based,2026-03-12T15:58:50.429811
97,lstm_predictor,normal,2,68.18,success,quality_based,2026-03-12T15:58:50.757296
98,lstm_predictor,normal,2,86.6,success,quality_based,2026-03-12T15:58:51.094760
99,lstm_predictor,normal,2,88.18,success,quality_based,2026-03-12T15:58:51.433836
100,lstm_predictor,normal,2,86.71,success,quality_based,2026-03-12T15:58:51.780026
1,round_robin,path1_degraded,1,0,dropped,round_robin,2026-03-12T15:58:51.830723
2,round_robin,path1_degraded,2,87.61,success,round_robin,2026-03-12T15:58:51.918715
3,round_robin,path1_degraded,1,156.0,success,round_robin,2026-03-12T15:58:52.075167
4,round_robin,path1_degraded,2,64.68,success,round_robin,2026-03-12T15:58:52.140146
5,round_robin,path1_degraded,1,193.62,success,round_robin,2026-03-12T15:58:52.334198
6,round_robin,path1_degraded,2,90.76,success,round_robin,2026-03-12T15:58:52.425248
7,round_robin,path1_degraded,1,186.18,success,round_robin,2026-03-12T15:58:52.611886
8,round_robin,path1_degraded,2,64.01,success,round_robin,2026-03-12T15:58:52.676182
9,round_robin,path1_degraded,1,198.85,success,round_robin,2026-03-12T15:58:52.875938
10,round_robin,path1_degraded,2,93.03,success,round_robin,2026-03-12T15:58:52.969333
11,round_robin,path1_degraded,1,149.44,success,round_robin,2026-03-12T15:58:53.119151
12,round_robin,path1_degraded,2,97.87,success,round_robin,2026-03-12T15:58:53.217394
13,round_robin,path1_degraded,1,190.13,success,round_robin,2026-03-12T15:58:53.407963
14,round_robin,path1_degraded,2,84.06,success,round_robin,2026-03-12T15:58:53.492350
15,round_robin,path1_degraded,1,214.46,success,round_robin,2026-03-12T15:58:53.707221
16,round_robin,path1_degraded,2,61.36,success,round_robin,2026-03-12T15:58:53.768921
17,round_robin,path1_degraded,1,185.67,success,round_robin,2026-03-12T15:58:53.954989
18,round_robin,path1_degraded,2,79.19,success,round_robin,2026-03-12T15:58:54.034429
19,round_robin,path1_degraded,1,200.35,success,round_robin,2026-03-12T15:58:54.235124
20,round_robin,path1_degraded,2,80.05,success,round_robin,2026-03-12T15:58:54.315402
21,round_robin,path1_degraded,1,0,dropped,round_robin,2026-03-12T15:58:54.315442
22,round_robin,path1_degraded,2,0,dropped,round_robin,2026-03-12T15:58:54.315460
23,round_robin,path1_degraded,1,189.23,success,round_robin,2026-03-12T15:58:54.505052
24,round_robin,path1_degraded,2,63.9,success,round_robin,2026-03-12T15:58:54.569260
25,round_robin,path1_degraded,1,151.24,success,round_robin,2026-03-12T15:58:54.720840
26,round_robin,path1_degraded,2,72.38,success,round_robin,2026-03-12T15:58:54.793464
27,round_robin,path1_degraded,1,154.35,success,round_robin,2026-03-12T15:58:54.948153
28,round_robin,path1_degraded,2,91.94,success,round_robin,2026-03-12T15:58:55.040428
29,round_robin,path1_degraded,1,204.42,success,round_robin,2026-03-12T15:58:55.245336
30,round_robin,path1_degraded,2,66.78,success,round_robin,2026-03-12T15:58:55.312342
31,round_robin,path1_degraded,1,195.95,success,round_robin,2026-03-12T15:58:55.508675
32,round_robin,path1_degraded,2,0,dropped,round_robin,2026-03-12T15:58:55.508730
33,round_robin,path1_degraded,1,183.01,success,round_robin,2026-03-12T15:58:55.692080
34,round_robin,path1_degraded,2,81.71,success,round_robin,2026-03-12T15:58:55.774070
35,round_robin,path1_degraded,1,140.44,success,round_robin,2026-03-12T15:58:55.914842
36,round_robin,path1_degraded,2,60.66,success,round_robin,2026-03-12T15:58:55.975737
37,round_robin,path1_degraded,1,203.85,success,round_robin,2026-03-12T15:58:56.179996
38,round_robin,path1_degraded,2,77.26,success,round_robin,2026-03-12T15:58:56.257556
39,round_robin,path1_degraded,1,180.64,success,round_robin,2026-03-12T15:58:56.438626
40,round_robin,path1_degraded,2,63.61,success,round_robin,2026-03-12T15:58:56.502561
41,round_robin,path1_degraded,1,140.49,success,round_robin,2026-03-12T15:58:56.643349
42,round_robin,path1_degraded,2,88.4,success,round_robin,2026-03-12T15:58:56.732047
43,round_robin,path1_degraded,1,207.73,success,round_robin,2026-03-12T15:58:56.941607
44,round_robin,path1_degraded,2,78.86,success,round_robin,2026-03-12T15:58:57.020758
45,round_robin,path1_degraded,1,197.82,success,round_robin,2026-03-12T15:58:57.218814
46,round_robin,path1_degraded,2,84.46,success,round_robin,2026-03-12T15:58:57.303520
47,round_robin,path1_degraded,1,174.2,success,round_robin,2026-03-12T15:58:57.478118
48,round_robin,path1_degraded,2,96.55,success,round_robin,2026-03-12T15:58:57.575247
49,round_robin,path1_degraded,1,0,dropped,round_robin,2026-03-12T15:58:57.575323
50,round_robin,path1_degraded,2,85.26,success,round_robin,2026-03-12T15:58:57.660885
51,round_robin,path1_degraded,1,0,dropped,round_robin,2026-03-12T15:58:57.660929
52,round_robin,path1_degraded,2,67.35,success,round_robin,2026-03-12T15:58:57.728633
53,round_robin,path1_degraded,1,0,dropped,round_robin,2026-03-12T15:58:57.728704
54,round_robin,path1_degraded,2,70.57,success,round_robin,2026-03-12T15:58:57.799611
55,round_robin,path1_degraded,1,164.99,success,round_robin,2026-03-12T15:58:57.965012
56,round_robin,path1_degraded,2,98.16,success,round_robin,2026-03-12T15:58:58.063483
57,round_robin,path1_degraded,1,162.99,success,round_robin,2026-03-12T15:58:58.226816
58,round_robin,path1_degraded,2,71.11,success,round_robin,2026-03-12T15:58:58.298165
59,round_robin,path1_degraded,1,149.63,success,round_robin,2026-03-12T15:58:58.448531
60,round_robin,path1_degraded,2,82.61,success,round_robin,2026-03-12T15:58:58.531401
61,round_robin,path1_degraded,1,164.13,success,round_robin,2026-03-12T15:58:58.695914
62,round_robin,path1_degraded,2,84.63,success,round_robin,2026-03-12T15:58:58.780870
63,round_robin,path1_degraded,1,178.63,success,round_robin,2026-03-12T15:58:58.959839
64,round_robin,path1_degraded,2,95.33,success,round_robin,2026-03-12T15:58:59.055503
65,round_robin,path1_degraded,1,164.08,success,round_robin,2026-03-12T15:58:59.219966
66,round_robin,path1_degraded,2,0,dropped,round_robin,2026-03-12T15:58:59.220058
67,round_robin,path1_degraded,1,181.54,success,round_robin,2026-03-12T15:58:59.401962
68,round_robin,path1_degraded,2,95.02,success,round_robin,2026-03-12T15:58:59.497276
69,round_robin,path1_degraded,1,154.21,success,round_robin,2026-03-12T15:58:59.651913
70,round_robin,path1_degraded,2,61.11,success,round_robin,2026-03-12T15:58:59.713323
71,round_robin,path1_degraded,1,162.03,success,round_robin,2026-03-12T15:58:59.875853
72,round_robin,path1_degraded,2,72.82,success,round_robin,2026-03-12T15:58:59.948981
73,round_robin,path1_degraded,1,0,dropped,round_robin,2026-03-12T15:58:59.949014
74,round_robin,path1_degraded,2,96.19,success,round_robin,2026-03-12T15:59:00.045534
75,round_robin,path1_degraded,1,143.13,success,round_robin,2026-03-12T15:59:00.189067
76,round_robin,path1_degraded,2,99.04,success,round_robin,2026-03-12T15:59:00.288434
77,round_robin,path1_degraded,1,162.97,success,round_robin,2026-03-12T15:59:00.451884
78,round_robin,path1_degraded,2,98.45,success,round_robin,2026-03-12T15:59:00.550941
79,round_robin,path1_degraded,1,193.73,success,round_robin,2026-03-12T15:59:00.745224
80,round_robin,path1_degraded,2,98.44,success,round_robin,2026-03-12T15:59:00.844018
81,round_robin,path1_degraded,1,196.8,success,round_robin,2026-03-12T15:59:01.041373
82,round_robin,path1_degraded,2,93.51,success,round_robin,2026-03-12T15:59:01.135167
83,round_robin,path1_degraded,1,145.32,success,round_robin,2026-03-12T15:59:01.280882
84,round_robin,path1_degraded,2,89.07,success,round_robin,2026-03-12T15:59:01.370272
85,round_robin,path1_degraded,1,0,dropped,round_robin,2026-03-12T15:59:01.370308
86,round_robin,path1_degraded,2,98.93,success,round_robin,2026-03-12T15:59:01.469509
87,round_robin,path1_degraded,1,0,dropped,round_robin,2026-03-12T15:59:01.469541
88,round_robin,path1_degraded,2,74.58,success,round_robin,2026-03-12T15:59:01.544452
89,round_robin,path1_degraded,1,188.59,success,round_robin,2026-03-12T15:59:01.733503
90,round_robin,path1_degraded,2,97.42,success,round_robin,2026-03-12T15:59:01.831240
91,round_robin,path1_degraded,1,160.08,success,round_robin,2026-03-12T15:59:01.991726
92,round_robin,path1_degraded,2,92.26,success,round_robin,2026-03-12T15:59:02.084304
93,round_robin,path1_degraded,1,0,dropped,round_robin,2026-03-12T15:59:02.084338
94,round_robin,path1_degraded,2,74.47,success,round_robin,2026-03-12T15:59:02.159063
95,round_robin,path1_degraded,1,194.77,success,round_robin,2026-03-12T15:59:02.354231
96,round_robin,path1_degraded,2,97.04,success,round_robin,2026-03-12T15:59:02.451533
97,round_robin,path1_degraded,1,0,dropped,round_robin,2026-03-12T15:59:02.451564
98,round_robin,path1_degraded,2,88.59,success,round_robin,2026-03-12T15:59:02.540384
99,round_robin,path1_degraded,1,169.92,success,round_robin,2026-03-12T15:59:02.710621
100,round_robin,path1_degraded,2,87.03,success,round_robin,2026-03-12T15:59:02.798003
1,lstm_predictor,path1_degraded,1,167.14,success,quality_based,2026-03-12T15:59:10.566813
2,lstm_predictor,path1_degraded,1,171.02,success,quality_based,2026-03-12T15:59:11.056565
3,lstm_predictor,path1_degraded,1,216.78,success,quality_based,2026-03-12T15:59:11.595831
4,lstm_predictor,path1_degraded,1,152.02,success,quality_based,2026-03-12T15:59:12.062186
5,lstm_predictor,path1_degraded,1,152.99,success,quality_based,2026-03-12T15:59:12.552406
6,lstm_predictor,path1_degraded,1,143.78,success,quality_based,2026-03-12T15:59:12.997796
7,lstm_predictor,path1_degraded,1,183.74,success,quality_based,2026-03-12T15:59:13.562196
8,lstm_predictor,path1_degraded,1,174.91,success,quality_based,2026-03-12T15:59:14.040947
9,lstm_predictor,path1_degraded,1,166.95,success,quality_based,2026-03-12T15:59:14.521934
10,lstm_predictor,path1_degraded,1,174.38,success,quality_based,2026-03-12T15:59:15.072443
11,lstm_predictor,path1_degraded,2,85.43,success,quality_based,2026-03-12T15:59:15.405936
12,lstm_predictor,path1_degraded,1,0,dropped,quality_based,2026-03-12T15:59:15.742981
13,lstm_predictor,path1_degraded,1,208.92,success,quality_based,2026-03-12T15:59:16.288143
14,lstm_predictor,path1_degraded,1,200.88,success,quality_based,2026-03-12T15:59:16.791805
15,lstm_predictor,path1_degraded,1,162.97,success,quality_based,2026-03-12T15:59:17.250109
16,lstm_predictor,path1_degraded,2,68.27,success,quality_based,2026-03-12T15:59:17.551262
17,lstm_predictor,path1_degraded,1,0,dropped,quality_based,2026-03-12T15:59:17.889732
18,lstm_predictor,path1_degraded,1,150.01,success,quality_based,2026-03-12T15:59:18.345810
19,lstm_predictor,path1_degraded,1,216.62,success,quality_based,2026-03-12T15:59:18.870518
20,lstm_predictor,path1_degraded,1,190.42,success,quality_based,2026-03-12T15:59:19.386085
21,lstm_predictor,path1_degraded,1,184.99,success,quality_based,2026-03-12T15:59:19.920278
22,lstm_predictor,path1_degraded,1,213.7,success,quality_based,2026-03-12T15:59:20.465806
23,lstm_predictor,path1_degraded,1,208.61,success,quality_based,2026-03-12T15:59:20.987186
24,lstm_predictor,path1_degraded,1,178.83,success,quality_based,2026-03-12T15:59:21.498439
25,lstm_predictor,path1_degraded,2,71.23,success,quality_based,2026-03-12T15:59:21.807099
26,lstm_predictor,path1_degraded,1,193.31,success,quality_based,2026-03-12T15:59:22.308951
27,lstm_predictor,path1_degraded,1,185.38,success,quality_based,2026-03-12T15:59:22.934147
28,lstm_predictor,path1_degraded,2,75.96,success,quality_based,2026-03-12T15:59:23.262050
29,lstm_predictor,path1_degraded,1,180.01,success,quality_based,2026-03-12T15:59:23.678439
30,lstm_predictor,path1_degraded,1,178.22,success,quality_based,2026-03-12T15:59:24.188796
31,lstm_predictor,path1_degraded,1,144.44,success,quality_based,2026-03-12T15:59:24.704280
32,lstm_predictor,path1_degraded,2,93.41,success,quality_based,2026-03-12T15:59:25.084353
33,lstm_predictor,path1_degraded,1,212.28,success,quality_based,2026-03-12T15:59:25.627372
